# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      59.770       22.600      307.312   402117.656
      59.873       26.800      307.328   402117.656
      59.973        6.900      307.344   402117.656
      60.079       16.000      307.391   402117.656
      60.180       13.700      307.406   402117.656
      60.281       20.600      307.406   402117.656
      60.386       42.900      324.438   402394.328
      60.492       26.100      324.750   402394.328
      60.597       17.600      324.750   402394.328
      60.700       27.100      324.750   402394.328
      60.803       22.300      324.750   402394.328
      60.909       47.800      324.750   402394.328
      61.011       48.400      324.750   402394.328
      61.112       87.000      324.750   402394.328
      61.212       41.700      324.750   402394.328
      61.313       29.700      324.750   402394.328
      61.418       36.900      324.750   402394.328
      61.519       17.600      324.750   402394.328
      61.621        5.100      324.750   402394.328
      61.727        4.800      324.750   402394.328
      61.831        4.800      324.750   402394.328
      61.935        9.600      324.750   402394.328
      62.040        2.200      324.750   402394.328
      62.146        1.200      324.750   402394.328
      62.251        0.000      324.750   402394.328
      62.355        4.300      324.750   402394.328
      62.461        1.400      324.750   402394.328
      62.566        2.100      324.750   402394.328
      62.668        4.600      324.750   402394.328
      62.771        1.800      324.750   402394.328
      62.876        2.200      324.750   402394.328
      62.979        4.900      324.750   402394.328
      63.081        3.500      324.750   402394.328
      63.182       19.400      324.750   402394.328
      63.287        5.300      324.750   402394.328
      63.389       23.700      324.750   402394.328
      63.490       28.800      324.750   402394.328
      63.595        9.900      324.750   402394.328
      63.696        1.700      324.750   402394.328
      63.799        6.800      324.750   402394.328
      63.902        5.900      324.750   402394.328
      64.004        9.200      325.016   402395.328
      64.105       29.000      336.578   402405.328
      64.210        1.700      336.578   402405.328
      64.314        0.000      336.578   402405.328
      64.419        1.200      336.578   402405.328
      64.520        6.400      336.578   402405.328
      64.625       23.500      336.578   402405.328
      64.726       17.100      336.578   402405.328
      64.831       23.200      336.578   402405.328
      64.935        6.600      336.578   402405.328
      65.038       24.800      316.516   402373.656
      65.141       30.200      316.516   402373.656
      65.244       15.500      316.516   402373.656
      65.344       22.700      316.516   402373.656
      65.447       45.100      327.719   402396.328
      65.549       33.300      327.719   402396.328
      65.654       26.500      327.719   402396.328
      65.756        6.100      327.719   402396.328
      65.861        1.800      327.719   402396.328
      65.963        2.900      327.719   402396.328
      66.067        1.600      327.719   402396.328
      66.172        6.300      327.719   402396.328
      66.274        2.900      327.719   402396.328
      66.377        5.300      327.719   402396.328
      66.481       12.800      316.516   402373.656
      66.584       20.800      316.516   402373.656
      66.690       80.300      316.516   402373.656
      66.795       85.000      316.531   402373.656
      66.898       52.400      316.531   402373.656
      67.001      100.300      316.531   402373.656
      67.106       83.700      316.531   402373.656
      67.212       90.600      316.531   402373.656
      67.317       85.200      316.531   402373.656
      67.422       83.400      316.531   402373.656
      67.528       80.600      316.531   402373.656
